Sample ID,vegetation type,Site,Mangroves,Crucible Number / Label,Weight Crucible (g),Weight filled crucible (g) before 500°C,Weight of sediment (weight filled crucible - weight of crucible) ,Weight (g) filled crucible after 500°C,Weight of sediment (weight filled crucible after 500°C - weight of crucible),Mass lost,,Firing,Time In ,Time Out,Height of sample / cylinder sample (cm),Volume (cm^3),Weight post oven #1 (g),Bulk Density (g/cm^3),%LOI (% Lost on Ignition),%OC,Carbon Stock (t/ha): tons per hectare,Cumulative / 30cm depth,,,
Z.3.6,Seagrass,One Mile,Overlapping,18,16.17,48.89,32.72,,-16.17,48.89,,,,,2,628.3185307,73.966,0.1177205452,149.4193154,77.69804401,182.933122,,,,
Z.3.8,Seagrass,One Mile,Overlapping,12,15.71,50.37,34.66,,-15.71,50.37,,,,,2,628.3185307,84.076,0.13381111,145.3260242,75.5695326,202.2408607,,,,
Z.3.10,Seagrass,One Mile,Overlapping,15,16.03,42.89,26.86,,-16.03,42.89,,,,,2,628.3185307,73.046,0.1162563197,159.6798213,83.03350707,193.0633989,,,,
Z.3.20,Seagrass,One Mile,Overlapping,52,15.16,51.86,36.7,,-15.16,51.86,,,,,10,3141.592654,350.706,0.1116331869,141.3079019,73.48010899,820.2818744,,,,
Z.3.30,Seagrass,One Mile,Overlapping,C7,16.71,48.72,32.01,,-16.71,48.72,,,,,10,3141.592654,384.376,0.1223506808,152.2024367,79.1452671,968.3477313,2794.880359,,,
UB.1.2,Unveg,Myora,Nearby,11,17.57,42.01,24.44,,-17.57,42.01,,,,,2,628.3185307,90.496,0.1440288573,171.8903437,89.38297872,257.4745658,,,,
UB.1.4,Unveg,Myora,Nearby,C25,13.25,46.97,33.72,,-13.25,46.97,,,,,2,628.3185307,97.526,0.1552174498,139.2941874,72.43297746,224.8572409,,,,
UB.1.6,Unveg,Myora,Nearby,DC7,15,43.59,28.59,,-15,43.59,,,,,2,628.3185307,64.636,0.102871389,152.4658972,79.28226653,163.1175376,,,,
UB.1.8,Unveg,Myora,Nearby,R2,14.9,46.38,31.48,,-14.9,46.38,,,,,2,628.3185307,102.596,0.1632866054,147.3316391,76.61245235,250.1957455,,,,
UB.1.10,Unveg,Myora,Nearby,15,13.65,45.83,32.18,,-13.65,45.83,,,,,2,628.3185307,78.766,0.1253599825,142.4176507,74.05717837,185.6761317,,,,
UB.1.20,Unveg,Myora,Nearby,C3,15.68,44.48,28.8,,-15.68,44.48,,,,,10,3141.592654,401.426,0.1277778644,154.4444444,80.31111111,1026.198226,,,,
UB.1.30,Unveg,Myora,Nearby,K1,15.81,46.39,30.58,,-15.81,46.39,,,,,10,3141.592654,405.136,0.128958794,151.7004578,78.88423806,1017.281621,,,,
UB.2.2,Unveg,Myora,Nearby,27,14.95,45.26,30.31,,-14.95,45.26,,,,,2,628.3185307,76.586,0.1218904047,149.3236556,77.64830089,189.2916564,,,,
UB.2.4,Unveg,Myora,Nearby,50,17.26,51.37,34.11,,-17.26,51.37,,,,,2,628.3185307,93.47,0.1487621253,150.6009968,78.31251832,232.9987333,,,,
UB.2.6,Unveg,Myora,Nearby,APO,14.45,42.22,27.77,,-14.45,42.22,,,,,2,628.3185307,78.066,0.1242458979,152.0345697,79.05797623,196.4525848,,,,
UB.2.8,Unveg,Myora,Nearby,5,16.96,43.59,26.63,,-16.96,43.59,,,,,2,628.3185307,83.866,0.1334768846,163.6875704,85.11753661,227.2244722,,,,
UB.2.10,Unveg,Myora,Nearby,19,14.06,42.08,28.02,,-14.06,42.08,,,,,2,628.3185307,70.486,0.1121819532,150.178444,78.09279086,175.2120362,,,,
UB.2.20,Unveg,Myora,Nearby,3,16.61,45.3,28.69,,-16.61,45.3,,,,,10,3141.592654,376.406,0.119813751,157.8947368,82.10526316,983.7339557,,,,
UB.2.30,Unveg,Myora,Nearby,10,16.95,46.88,29.93,,-16.95,46.88,,,,,10,3141.592654,405.006,0.1289174138,156.6321417,81.44871367,1050.015752,,,,
UB.3.2,Unveg,Myora,Nearby,3,16.74,44.34,27.6,,-16.74,44.34,,,,,2,628.3185307,83.056,0.1321877295,160.6521739,83.53913043,220.8569596,,,,
UB.3.4,Unveg,Myora,Nearby,15,16.43,44.51,28.08,,-16.43,44.51,,,,,2,628.3185307,89.566,0.1425487163,158.511396,82.42592593,234.9941987,,,,
UB.3.6,Unveg,Myora,Nearby,88,15.6,45.03,29.43,,-15.6,45.03,,,,,2,628.3185307,85.406,0.1359278707,153.0071356,79.5637105,216.2985151,,,,
UB.3.8,Unveg,Myora,Nearby,61,16.37,47.13,30.76,,-16.37,47.13,,,,,2,628.3185307,74.746,0.1189619538,153.2184655,79.67360208,189.5625473,,,,
UB.3.10,Unveg,Myora,Nearby,6,17.19,44.78,27.59,,-17.19,44.78,,,,,2,628.3185307,79.146,0.1259647713,162.305183,84.39869518,212.6252467,,,,
UB.3.20,Unveg,Myora,Nearby,17,16.97,40.38,23.41,,-16.97,40.38,,,,,10,3141.592654,372.126,0.1184513847,172.4903887,89.69500214,1062.44972,,,,
UB.3.30,Unveg,Myora,Nearby,34,16.58,49.75,33.17,,-16.58,49.75,,,,,10,3141.592654,384.126,0.1222711033,149.9849261,77.99216159,953.618765,,,,
,,,,,,,0,,0,0,,,,,,,,,,,,,,,
,,,,,,,0,,,,,,,,,,,,,,,,,,
,,,,,,,0,,,,,,,,,,,,,,,,,,
,,,,,,,0,,,,,,,,,,,,,,,,,,
,,,,,,,0,,,,,,,,,,,,,,,,,,
,,,,,,,0,,,,,,,,,,,,,,,,,,
,,,,,,,0,,,,,,,,,,,,,,,,,,
,,,,,,,0,,,,,,,,,,,,,,,,,,
,,,,,,,0,,,,,,,,,,,,,,,,,,
,,,,,,,0,,,,,,,,,,,,,,,,,,
,,,,,,,0,,,,,,,,,,,,,,,,,,
,,,,,,,0,,,,,,,,,,,,,,,,,,
,,,,,,,0,,,,,,,,,,,,,,,,,,
,,,,,,,0,,,,,,,,,,,,,,,,,,
,,,,,,,0,,,,,,,,,,,,,,,,,,
,,,,,,,0,,,,,,,,,,,,,,,,,,
,,,,,,,0,,,,,,,,,,,,,,,,,,
,,,,,,,0,,,,,,,,,,,,,,,,,,
,,,,,,,0,,,,,,,,,,,,,,,,,,
,,,,,,,0,,,,,,,,,,,,,,,,,,
,,,,,,,0,,,,,,,,,,,,,,,,,,
,,,,,,,0,,,,,,,,,,,,,,,,,,
,,,,,,,0,,,,,,,,,,,,,,,,,,
,,,,,,,0,,,,,,,,,,,,,,,,,,
,,,,,,,0,,,,,,,,,,,,,,,,,,
,,,,,,,0,,,,,,,,,,,,,,,,,,
,,,,,,,0,,,,,,,,,,,,,,,,,,
,,,,,,,0,,,,,,,,,,,,,,,,,,
,,,,,,,0,,,,,,,,,,,,,,,,,,
,,,,,,,0,,,,,,,,,,,,,,,,,,
,,,,,,,0,,,,,,,,,,,,,,,,,,
,,,,,,,0,,,,,,,,,,,,,,,,,,
,,,,,,,0,,,,,,,,,,,,,,,,,,
,,,,,,,0,,,,,,,,,,,,,,,,,,
,,,,,,,0,,,,,,,,,,,,,,,,,,
,,,,,,,0,,,,,,,,,,,,,,,,,,
,,,,,,,0,,,,,,,,,,,,,,,,,,
,,,,,,,0,,,,,,,,,,,,,,,,,,
,,,,,,,0,,,,,,,,,,,,,,,,,,
,,,,,,,0,,,,,,,,,,,,,,,,,,
,,,,,,,0,,,,,,,,,,,,,,,,,,
,,,,,,,0,,,,,,,,,,,,,,,,,,
,,,,,,,0,,,,,,,,,,,,,,,,,,
,,,,,,,0,,,,,,,,,,,,,,,,,,
,,,,,,,0,,,,,,,,,,,,,,,,,,
,,,,,,,0,,,,,,,,,,,,,,,,,,
,,,,,,,0,,,,,,,,,,,,,,,,,,
,,,,,,,0,,,,,,,,,,,,,,,,,,
,,,,,,,0,,,,,,,,,,,,,,,,,,
,,,,,,,0,,,,,,,,,,,,,,,,,,
,,,,,,,0,,,,,,,,,,,,,,,,,,
,,,,,,,0,,,,,,,,,,,,,,,,,,
,,,,,,,0,,,,,,,,,,,,,,,,,,
,,,,,,,0,,,,,,,,,,,,,,,,,,
,,,,,,,0,,,,,,,,,,,,,,,,,,
,,,,,,,0,,,,,,,,,,,,,,,,,,
,,,,,,,0,,,,,,,,,,,,,,,,,,
,,,,,,,0,,,,,,,,,,,,,,,,,,
,,,,,,,0,,,,,,,,,,,,,,,,,,
,,,,,,,0,,,,,,,,,,,,,,,,,,
,,,,,,,0,,,,,,,,,,,,,,,,,,
,,,,,,,0,,,,,,,,,,,,,,,,,,
,,,,,,,0,,,,,,,,,,,,,,,,,,
,,,,,,,0,,,,,,,,,,,,,,,,,,
,,,,,,,0,,,,,,,,,,,,,,,,,,
,,,,,,,0,,,,,,,,,,,,,,,,,,
,,,,,,,0,,,,,,,,,,,,,,,,,,
,,,,,,,0,,,,,,,,,,,,,,,,,,
,,,,,,,0,,,,,,,,,,,,,,,,,,
,,,,,,,0,,,,,,,,,,,,,,,,,,
,,,,,,,0,,,,,,,,,,,,,,,,,,
,,,,,,,0,,,,,,,,,,,,,,,,,,
,,,,,,,0,,,,,,,,,,,,,,,,,,
,,,,,,,0,,,,,,,,,,,,,,,,,,
,,,,,,,0,,,,,,,,,,,,,,,,,,
,,,,,,,0,,,,,,,,,,,,,,,,,,
,,,,,,,0,,,,,,,,,,,,,,,,,,
,,,,,,,0,,,,,,,,,,,,,,,,,,
,,,,,,,0,,,,,,,,,,,,,,,,,,
,,,,,,,0,,,,,,,,,,,,,,,,,,
,,,,,,,0,,,,,,,,,,,,,,,,,,
,,,,,,,0,,,,,,,,,,,,,,,,,,
,,,,,,,0,,,,,,,,,,,,,,,,,,
,,,,,,,0,,,,,,,,,,,,,,,,,,
